Essay_Number,Attribution,Background,Cause,Comparison,Condition,Contrast,Elaboration,Enablement,Evaluation,Explanation,Joint,Manner-Means,Summary,Temporal,Topic-Change,Topic-Comment,
816,18,9,1,1,1,12,41,3,7,5,18,0,1,0,0,2,
817,20,3,0,0,0,17,20,1,15,4,12,0,3,0,2,0,
818,18,2,0,0,1,9,26,2,1,3,8,0,2,2,0,0,
819,10,2,0,0,0,5,22,0,5,0,12,0,0,0,0,0,
820,29,7,1,0,4,13,41,7,11,14,46,0,0,0,0,0,
821,23,1,0,1,4,12,19,0,8,1,6,0,0,0,0,0,
822,22,6,0,2,0,23,45,4,14,3,12,0,6,4,14,0,
823,35,8,1,0,0,15,56,1,11,3,24,0,2,2,0,0,
824,20,3,1,1,0,15,26,1,6,2,26,0,0,0,0,0,
826,25,9,2,0,0,12,48,1,13,6,42,1,1,2,0,0,
827,14,4,0,1,2,7,61,3,10,3,34,0,5,0,0,0,
828,14,3,0,0,3,5,23,4,14,2,2,0,4,3,0,0,
830,17,1,0,0,0,8,28,0,12,2,24,0,1,2,0,0,
832,28,2,0,0,1,8,18,0,7,6,10,0,0,1,0,0,
834,14,0,0,0,0,7,60,1,1,1,4,0,3,1,0,0,
835,14,9,1,1,3,13,17,3,13,7,14,1,3,2,0,0,
837,6,2,0,0,3,3,14,0,3,1,2,0,0,0,0,0,
838,19,7,0,0,0,2,18,1,6,4,18,0,0,2,0,0,
839,15,7,3,0,3,20,37,4,9,2,14,0,7,8,4,0,
840,9,1,0,0,1,3,19,0,2,2,6,0,1,2,0,0,
841,32,12,0,0,2,15,34,3,17,12,26,0,3,3,0,0,
842,8,1,0,0,0,9,27,1,8,0,6,0,0,0,6,0,
843,22,7,0,0,0,13,39,3,7,2,52,0,0,1,0,2,
844,18,0,1,0,4,8,47,2,7,4,14,0,2,0,0,0,
845,10,0,0,0,1,3,29,3,7,6,12,0,0,0,0,2,
846,33,7,1,0,1,6,45,5,8,2,42,0,3,3,0,0,
847,9,6,0,0,3,7,15,4,10,5,24,0,1,0,0,0,
848,8,2,0,0,1,2,18,0,1,1,12,0,0,0,0,0,
849,10,1,0,0,0,6,20,4,1,1,14,0,0,0,0,2,
850,40,9,2,0,4,12,49,2,12,2,18,0,2,2,0,2,
851,17,1,0,1,2,6,29,2,4,1,28,0,0,0,0,0,
852,25,6,0,2,4,12,40,3,19,4,28,0,4,2,0,0,
853,13,3,0,1,0,17,36,3,13,9,4,0,1,4,6,0,
854,13,2,0,0,0,4,20,2,14,2,10,0,4,3,0,0,
855,7,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,
856,20,3,1,1,0,5,67,0,6,4,44,1,0,2,0,0,
857,18,1,3,0,1,8,34,2,2,1,14,0,0,2,0,0,
858,25,2,1,0,1,6,19,0,8,8,8,0,4,3,0,0,
860,14,7,0,0,1,5,16,3,10,8,12,0,1,2,0,0,
861,0,14,0,0,0,1,5,20,0,0,2,0,0,3,4,0,4
864,17,3,0,0,3,4,35,2,6,4,28,0,1,2,0,0,
870,15,2,0,0,0,3,16,4,3,1,22,0,1,0,0,0,
871,25,6,3,0,2,16,37,6,11,4,26,1,1,0,0,0,
873,17,8,1,0,6,22,21,0,9,8,20,0,2,1,0,0,
874,11,3,0,0,1,5,59,0,3,2,12,0,0,0,8,0,
875,23,2,0,0,0,7,39,2,4,4,18,0,3,4,0,0,
876,13,7,0,0,3,7,38,3,6,2,10,0,0,0,0,0,
877,9,0,0,0,1,1,20,0,5,0,2,0,1,4,0,0,
879,13,0,0,0,1,3,11,3,1,2,14,0,0,0,0,0,
880,26,6,0,0,1,19,21,6,21,3,20,0,4,2,0,0,
882,31,7,0,1,0,4,20,0,10,4,22,0,4,3,0,0,
884,12,0,0,0,1,9,40,1,2,2,16,0,1,0,2,0,
885,22,3,0,0,4,10,14,5,8,4,24,0,1,0,0,0,
886,29,3,0,0,5,7,33,4,8,7,50,0,2,3,0,0,
887,20,2,0,0,0,10,37,2,12,3,18,0,1,0,0,0,
888,23,2,0,0,4,10,26,1,4,3,14,0,1,0,0,0,
889,23,6,0,0,0,13,44,2,17,9,18,0,5,5,2,2,
890,8,0,0,0,1,3,33,0,5,1,10,0,1,2,0,0,
891,17,2,0,0,1,4,60,4,3,7,4,0,0,0,2,0,
892,31,2,0,0,2,15,25,3,9,9,22,0,1,0,0,0,
894,10,7,0,0,5,2,12,1,2,0,14,0,0,0,0,0,
895,20,3,2,0,0,1,22,1,10,3,12,0,2,2,0,2,
896,10,2,0,0,0,3,27,0,4,4,20,0,1,2,0,0,
897,11,2,0,0,0,2,12,0,3,5,16,0,0,0,0,0,
898,17,3,0,0,1,5,59,1,11,0,12,0,0,2,4,0,
900,19,5,1,0,1,14,35,4,12,3,14,0,2,0,0,0,
901,13,1,0,0,0,2,4,0,5,6,10,0,1,0,0,2,
902,11,0,2,0,0,4,15,5,6,3,20,0,0,3,0,0,
903,25,4,2,0,0,8,49,0,4,2,8,0,1,2,0,0,
904,21,4,0,0,4,3,30,1,3,4,10,0,1,3,0,0,
905,29,6,1,0,5,17,44,3,16,7,32,0,7,0,0,2,
906,18,4,0,0,0,5,27,3,7,7,10,0,1,3,0,0,
907,9,1,0,0,0,1,20,2,4,0,14,0,0,1,0,0,
908,18,8,1,0,3,8,42,0,7,8,18,0,1,0,0,0,
909,14,2,0,0,0,6,55,3,2,0,22,0,3,0,0,0,
911,12,1,0,0,1,3,19,1,1,5,22,0,1,1,0,0,
912,8,1,0,0,1,0,16,2,3,6,10,0,1,0,0,0,
913,12,2,0,0,0,4,11,0,1,2,10,0,0,1,0,0,
914,9,2,0,0,2,5,21,1,9,2,4,0,3,2,0,0,
917,36,11,1,0,5,13,53,3,13,2,32,0,4,3,0,0,
919,24,1,0,0,2,18,24,5,5,9,28,0,0,3,0,0,
920,6,0,0,0,0,2,15,2,0,2,8,0,0,0,0,0,
921,16,2,1,0,2,6,33,3,7,2,14,0,0,1,0,0,
924,40,8,3,0,2,21,41,4,13,12,24,0,2,2,0,0,
925,22,6,1,0,2,8,27,2,0,10,24,0,1,0,0,0,
926,35,4,0,0,3,17,27,3,4,7,38,0,2,0,0,0,
928,13,3,0,0,0,9,36,5,3,0,6,0,4,2,2,0,
929,22,4,0,0,3,8,23,1,7,7,16,0,2,4,0,2,
930,17,1,0,0,1,10,8,1,7,8,22,0,1,1,0,0,
931,28,2,0,1,0,6,44,4,4,7,52,0,0,0,0,0,
934,12,5,1,0,1,7,15,2,9,4,8,0,0,1,0,0,
935,6,3,0,0,0,1,13,1,13,3,4,1,4,4,32,0,
936,21,2,0,0,2,2,29,3,4,4,6,0,0,0,0,0,
937,39,5,2,0,2,16,50,3,13,8,28,0,1,12,0,0,
938,15,3,0,0,3,5,25,0,1,2,16,0,0,0,0,0,
939,22,7,2,0,5,20,27,5,21,7,26,1,4,4,0,0,
940,19,4,0,1,1,15,38,0,12,2,14,0,1,5,4,0,
941,11,1,0,0,8,2,29,3,8,3,20,0,1,4,0,0,
942,2,1,0,0,1,3,11,1,4,5,8,0,1,0,0,0,
945,7,2,0,0,1,1,21,1,4,2,16,0,0,0,0,0,
946,20,5,1,22,1,0,108,1,24,5,38,0,15,4,24,0,
948,4,0,0,0,0,3,12,1,6,2,12,0,0,2,0,0,
949,11,3,1,0,2,2,37,0,4,7,10,0,1,0,0,0,
951,25,4,0,1,1,14,53,4,4,6,30,0,1,1,0,0,
952,40,11,2,0,3,9,52,3,17,8,16,1,4,0,0,0,
953,23,3,0,0,0,8,54,2,6,6,26,0,0,1,0,0,
954,0,11,0,0,0,0,2,11,0,0,3,0,0,3,0,0,2
955,21,5,0,1,4,17,25,7,14,2,24,0,1,0,0,0,
956,33,1,0,0,2,4,90,2,5,4,8,0,1,2,6,0,
957,5,0,0,0,2,2,26,0,2,2,14,0,0,0,0,0,
959,16,5,0,0,1,5,20,6,12,4,20,1,3,0,0,0,
960,17,1,1,0,1,8,32,0,6,4,32,0,2,0,0,0,
961,12,3,0,1,0,6,40,4,9,3,10,0,2,0,0,0,
962,14,2,0,0,2,8,54,1,3,7,28,0,1,0,0,0,
964,24,4,0,0,0,13,38,3,27,7,14,0,6,4,2,0,
965,6,1,0,0,1,6,21,0,0,0,4,0,1,0,0,0,
966,17,3,1,0,2,11,23,2,15,4,12,0,3,4,0,0,
967,14,2,0,0,0,3,28,1,2,4,14,0,0,3,0,0,
969,18,3,0,0,2,8,20,2,5,8,36,0,1,3,0,0,
970,10,1,0,0,0,4,14,1,2,1,24,0,0,1,0,2,
972,14,3,0,1,0,7,33,4,3,1,8,0,1,0,0,0,
973,12,1,0,0,1,8,32,2,6,2,4,0,0,1,0,0,
974,18,2,0,0,3,4,36,2,6,2,12,0,2,2,0,0,
975,11,0,0,0,0,4,22,2,2,3,22,0,0,0,0,0,
976,16,3,0,0,2,18,34,2,12,0,16,0,2,4,4,0,
978,6,2,0,0,1,6,33,1,1,2,4,0,1,0,0,0,
979,27,2,0,0,2,6,47,0,11,5,16,0,3,0,0,0,
981,4,2,1,0,2,6,23,0,7,5,2,0,1,0,0,0,
982,10,2,0,0,2,6,8,2,6,7,20,0,1,0,0,0,
983,29,5,2,0,0,7,63,0,8,8,60,0,2,4,0,1,
984,11,1,0,0,1,1,37,3,6,1,4,0,1,3,2,0,
986,11,3,0,0,1,5,30,1,5,7,10,0,0,2,0,0,
987,17,2,2,0,1,13,26,1,6,9,14,0,2,4,4,0,
988,29,4,2,0,1,6,37,6,7,6,28,0,1,1,0,0,
990,10,2,1,0,0,6,22,0,7,5,12,0,2,0,0,0,
991,26,0,0,0,3,11,52,3,4,2,28,0,0,0,0,0,
993,6,3,1,0,0,6,19,6,3,8,36,0,3,0,0,0,
994,9,1,1,0,1,4,34,3,7,0,12,0,1,0,0,0,
995,16,4,2,0,7,5,86,2,24,6,42,0,5,5,4,0,
996,18,1,0,0,3,3,27,3,9,2,12,0,0,0,0,0,
997,15,4,2,0,4,4,24,1,7,4,6,0,2,2,0,0,
998,18,4,0,0,0,2,32,0,1,2,12,0,1,1,0,0,
999,25,5,0,1,2,12,78,5,5,3,36,0,1,0,0,0,
1000,17,0,0,0,0,8,30,2,10,4,12,0,1,0,0,0,
1001,13,4,0,0,0,5,25,1,10,5,12,0,1,4,0,0,
1002,7,1,0,0,0,0,33,1,0,1,2,0,0,0,2,0,
1003,22,4,0,0,4,6,11,2,6,5,28,0,0,0,0,0,
1004,10,2,0,0,2,8,36,1,3,3,14,0,0,0,0,0,
1005,11,1,0,0,2,3,34,1,1,4,10,0,0,0,0,0,
1006,16,1,0,1,1,12,46,1,6,5,22,1,1,0,0,0,
1008,14,1,1,0,3,1,13,4,3,6,0,0,1,1,0,0,
1009,19,4,0,0,1,7,34,3,1,2,6,0,1,0,0,0,
1011,39,5,2,1,5,18,76,2,15,4,38,1,4,2,0,1,
1012,25,2,0,0,2,9,48,3,7,9,22,0,3,0,0,0,
1013,11,3,0,0,0,12,17,5,7,7,20,0,2,6,0,0,
1014,55,4,1,0,5,16,30,3,14,11,36,0,0,3,0,0,
1015,24,3,2,0,0,13,33,2,7,3,16,0,3,0,0,0,
1016,22,3,0,0,2,5,58,1,19,7,14,0,6,12,6,0,
1017,41,11,0,2,2,7,34,3,5,11,24,1,0,0,0,2,
1018,11,5,1,0,0,7,17,0,0,6,14,0,1,0,4,0,
1019,15,1,0,0,0,6,19,0,8,1,4,0,0,2,0,0,
1020,24,11,1,1,1,7,43,5,12,8,38,0,5,5,0,0,
1021,4,1,2,0,2,2,15,0,4,1,4,1,0,2,0,0,
1022,32,0,0,0,0,6,23,3,2,4,6,0,0,0,0,0,
1023,16,8,0,0,3,14,50,2,16,2,8,0,4,1,4,0,
1024,17,2,0,0,0,1,18,1,0,3,8,0,0,0,0,1,
1025,13,2,0,0,1,12,22,1,9,6,6,0,1,0,0,0,
1026,15,5,2,1,0,4,38,3,11,4,16,0,1,2,0,0,
1027,27,1,0,0,3,5,43,2,5,1,10,0,2,0,0,0,
1028,30,3,0,0,3,9,78,3,5,11,8,0,5,1,2,0,
1029,7,1,0,1,0,0,15,1,2,0,8,0,2,0,0,0,
1031,10,2,0,1,1,6,24,0,4,1,14,0,2,2,0,0,
1032,9,1,1,0,0,1,22,0,0,1,10,0,0,2,0,0,
1033,13,2,0,0,1,5,11,1,10,3,6,0,0,0,0,0,
1034,16,6,0,0,2,7,20,2,14,1,10,0,3,0,0,2,
1035,21,6,0,1,0,6,31,5,11,8,28,1,0,0,0,4,
1036,13,2,1,0,2,8,52,3,2,1,16,0,1,3,0,0,
1037,21,1,1,0,0,7,27,1,4,2,30,0,0,1,0,0,
1038,12,5,0,0,1,8,28,4,8,2,22,0,3,4,0,0,
1039,17,4,0,0,0,10,16,4,4,7,24,0,2,1,0,0,
1040,11,6,0,1,1,11,20,1,11,3,2,0,1,3,0,0,
1041,9,2,0,0,0,2,14,0,1,2,2,0,2,0,0,0,
1042,9,3,4,0,3,5,37,5,6,5,12,0,1,2,0,0,
1044,8,1,0,0,0,2,14,0,1,0,0,0,0,0,0,0,
1045,13,1,2,0,0,4,29,1,3,0,6,0,4,0,0,0,
1046,16,4,0,0,2,5,26,6,7,2,10,0,1,0,2,0,
1047,22,3,0,0,2,22,15,2,23,4,22,0,1,4,0,2,
1048,21,0,1,0,1,2,39,3,6,4,12,0,2,0,0,0,
1049,24,4,0,1,1,4,78,6,8,4,22,0,0,0,4,0,
1050,12,2,1,0,1,12,14,7,6,5,18,0,1,1,0,0,
1051,23,1,0,0,0,5,30,6,8,3,32,0,1,2,0,0,
1052,16,2,0,0,1,5,46,5,6,3,14,0,2,1,0,0,
1053,25,5,1,0,3,11,41,0,7,5,10,1,1,4,0,0,
1054,9,4,1,0,0,7,19,3,5,3,16,0,2,0,0,0,
1055,23,4,4,0,1,12,55,1,11,4,14,0,5,6,0,0,
1056,30,5,0,0,2,8,78,5,14,1,20,0,7,3,4,2,
1057,35,4,1,0,3,15,63,2,14,5,28,0,5,2,6,2,
1058,11,2,0,0,1,5,14,4,6,3,6,0,1,0,0,0,
1059,18,2,0,0,2,11,40,5,8,11,12,0,6,0,0,0,
1060,17,2,0,0,2,6,28,2,10,2,12,1,2,0,0,2,
1061,18,6,0,0,2,14,35,3,9,8,22,0,1,3,0,0,
1062,14,3,0,0,2,3,43,0,4,0,14,0,2,1,0,0,
1063,23,7,3,0,1,4,49,3,6,4,44,0,0,0,0,0,
1064,39,5,2,0,1,21,31,8,20,10,36,0,3,1,0,0,
1066,8,2,0,0,0,6,25,0,2,4,0,0,0,0,0,0,
1067,13,2,0,0,0,11,24,4,11,4,14,0,3,2,0,0,
1069,12,0,0,0,2,7,27,1,9,6,6,0,1,0,0,0,
1070,11,1,1,0,1,5,22,2,2,1,24,0,0,2,0,0,
1071,67,8,1,0,1,12,77,1,12,9,34,0,0,1,0,0,
1072,11,0,0,0,1,2,27,3,2,6,4,0,1,1,0,0,
1073,16,8,0,0,1,7,52,3,6,16,20,0,1,0,0,0,
1074,24,5,2,0,1,5,56,2,2,3,26,0,0,4,0,0,
1076,6,0,0,0,0,3,13,2,1,4,6,0,1,2,0,0,
1078,8,1,2,0,0,7,22,0,3,7,10,0,1,1,0,0,
1079,19,4,0,0,3,3,40,2,9,3,10,0,2,2,0,0,
1080,22,0,0,0,2,9,72,3,7,5,38,0,2,2,0,0,
1081,16,2,1,0,1,4,39,1,2,2,26,0,0,3,0,0,
1083,31,5,0,0,4,10,24,3,3,7,32,0,0,2,0,0,
1084,10,3,1,0,1,6,30,3,6,1,24,0,1,1,0,0,
1085,12,4,0,0,1,6,21,0,3,1,4,0,1,0,0,0,
1086,62,5,1,0,2,4,50,13,10,8,24,0,1,2,0,0,
1087,3,3,0,1,1,2,10,1,1,1,12,0,1,1,0,0,
1088,19,1,0,0,0,4,29,1,12,3,8,0,0,0,0,0,
1089,22,4,3,0,0,18,14,1,16,3,32,0,4,0,0,0,
1090,7,4,0,1,0,4,28,2,6,1,10,0,2,0,0,0,
1091,4,4,1,0,2,4,34,0,4,1,12,0,1,0,0,0,
1092,46,8,3,0,1,15,55,3,6,8,12,0,5,6,0,0,
1093,19,6,1,0,2,5,24,3,3,5,2,1,0,3,0,0,
1094,8,4,1,0,0,4,14,3,6,5,4,0,0,0,0,0,
1095,10,5,0,0,1,2,12,1,6,8,10,0,1,1,0,0,
1097,7,6,1,0,1,13,18,0,8,9,10,0,3,2,0,0,
1098,9,1,0,0,0,1,23,0,0,3,4,1,0,0,0,0,
1099,9,1,0,0,3,1,31,4,1,1,24,2,0,0,0,0,
1100,18,2,0,0,3,9,37,2,10,5,10,0,2,2,0,0,
1101,10,1,0,0,1,1,27,0,4,2,14,0,3,4,0,0,
1102,32,3,1,0,1,23,49,5,22,10,18,0,4,2,0,6,
1103,15,5,0,0,1,11,42,4,8,1,10,0,3,2,0,0,
1104,3,2,0,0,0,2,10,1,2,3,12,0,1,0,0,4,
1105,18,3,0,0,2,8,23,2,6,9,14,0,0,1,0,0,
1106,6,4,0,0,1,4,52,1,12,5,10,0,4,2,20,0,
1108,20,1,0,0,3,12,33,1,10,6,28,0,1,5,0,0,
1109,19,3,0,0,2,12,44,2,7,7,20,0,3,4,0,0,
1110,7,1,0,0,1,2,40,0,2,0,4,0,1,0,4,0,
1111,12,0,0,0,2,6,32,0,2,1,2,0,0,1,0,0,
1112,6,3,0,0,2,3,20,3,18,3,10,0,2,2,0,0,
1113,10,7,0,0,2,7,39,0,2,2,8,0,4,0,0,2,
1115,12,10,0,0,0,3,25,3,9,5,16,0,0,5,0,0,
1116,6,2,0,0,0,4,13,0,4,5,26,0,1,4,0,0,
1117,5,0,0,0,1,2,27,0,7,2,8,0,0,0,0,0,
1118,35,12,4,0,1,19,79,4,19,6,42,0,6,3,6,0,
1119,15,7,1,0,1,12,39,3,17,8,18,0,3,0,2,0,
1120,8,0,0,0,0,4,16,0,0,1,2,0,0,0,0,0,
1122,18,0,0,0,6,11,22,2,9,10,26,0,1,3,0,0,
1123,8,5,0,0,2,9,45,1,8,2,14,1,0,1,0,0,
1124,21,4,2,0,1,5,22,1,4,3,10,0,0,0,0,0,
1125,26,2,0,0,4,8,43,8,11,3,38,0,0,1,0,0,
1126,7,3,1,0,2,10,27,2,6,8,22,0,3,0,0,0,
1127,12,3,4,0,2,11,39,2,12,4,16,0,2,1,0,0,
1128,8,1,0,0,1,6,15,1,0,2,4,0,0,0,0,0,
1131,4,3,0,0,0,0,20,1,0,0,8,0,0,0,0,0,
1132,17,5,0,0,3,18,20,0,8,6,10,0,1,1,0,0,
1133,36,7,0,0,1,21,24,4,11,15,46,1,4,3,0,2,
1134,16,4,1,0,2,4,32,3,6,1,16,0,1,2,0,0,
1136,22,9,0,0,2,13,47,3,15,8,32,1,2,5,0,2,
1137,13,4,0,0,2,9,52,1,10,7,8,0,5,4,4,0,
1138,17,4,0,0,2,2,67,3,5,2,14,0,5,4,6,0,
1139,18,4,0,0,1,13,72,2,14,5,30,0,4,5,0,0,
1141,24,8,1,0,2,8,31,1,9,5,20,1,2,3,0,0,
1142,20,12,0,0,2,15,37,1,12,8,18,0,3,5,0,0,
1143,33,3,0,1,2,9,72,1,2,7,28,0,4,2,0,2,
1144,19,4,2,0,0,11,22,1,6,15,34,0,1,1,0,2,
1145,20,4,1,0,1,14,33,2,13,2,12,0,0,0,0,0,
1146,13,1,0,1,0,6,31,0,3,5,6,0,0,0,0,0,
1147,9,3,0,0,2,5,15,3,9,7,16,0,1,0,0,0,
1148,13,1,1,1,2,11,13,2,7,4,12,0,3,0,0,0,
1149,6,0,0,1,0,5,22,2,4,4,4,0,1,1,0,0,
1150,23,0,1,0,3,14,21,2,19,6,14,0,0,0,0,2,
1151,29,5,1,1,4,14,68,4,18,5,44,0,4,2,0,0,
1152,8,1,1,0,0,3,3,1,5,3,6,1,1,1,0,0,
1154,12,0,0,0,0,4,15,0,3,2,2,0,0,0,0,0,
1156,11,2,1,0,1,3,27,0,8,3,26,0,2,2,0,2,
1158,13,2,2,0,0,4,77,2,4,1,2,0,6,2,6,0,
1159,17,5,0,1,1,7,47,2,5,2,22,0,4,4,4,0,
1160,36,2,1,0,4,7,76,2,12,4,16,0,0,1,0,0,
1161,18,2,0,0,0,8,39,4,3,6,18,0,2,0,0,0,
1163,15,3,2,0,0,4,23,2,5,3,20,0,0,1,0,0,
1164,23,3,1,1,1,14,17,5,10,5,26,0,2,3,0,2,
1167,11,5,0,0,1,8,24,1,8,4,16,0,1,0,2,0,
1169,13,4,0,0,0,8,48,4,5,5,0,0,0,2,4,0,
1170,25,2,0,1,4,5,34,5,5,2,24,0,0,0,0,0,
1171,9,2,0,0,0,8,28,1,3,5,12,0,1,0,0,0,
1172,6,3,0,0,2,6,31,3,5,2,12,0,1,0,0,0,
1173,8,1,0,0,1,1,46,4,6,1,10,0,3,2,8,0,
1174,12,5,0,1,2,8,15,0,7,1,24,0,2,0,0,0,
1175,6,3,2,0,0,1,34,1,5,2,14,0,2,0,0,0,
1176,12,3,0,1,0,10,45,2,6,2,20,0,3,0,2,0,
1177,19,1,0,0,1,4,55,0,4,3,8,0,0,0,0,0,
1178,14,2,0,0,1,13,28,0,8,4,26,0,3,6,0,0,
1179,12,9,1,0,0,14,23,0,10,6,16,0,3,1,0,0,
1180,27,1,0,0,1,6,61,0,1,5,12,0,2,0,0,2,
1181,12,4,1,0,0,6,29,3,9,3,10,1,1,1,2,0,
1182,24,3,0,0,4,1,49,7,6,3,10,0,1,2,0,0,
1183,18,4,0,0,0,9,56,1,6,12,28,0,0,1,0,0,
1184,22,0,3,0,0,5,44,0,3,5,20,0,0,1,0,0,
1185,16,3,0,0,1,2,44,4,6,7,22,0,0,2,0,0,
1186,26,3,0,1,1,12,20,2,2,15,44,0,2,3,0,0,
1187,15,2,0,0,2,14,22,2,4,5,10,0,1,0,0,0,
1188,9,2,0,1,2,4,26,0,7,1,10,0,0,0,0,0,
1189,22,6,1,0,1,14,25,0,7,4,24,0,0,2,0,0,
1190,12,1,0,1,0,1,35,2,6,1,4,0,2,1,4,0,
1191,19,3,1,0,4,8,33,8,10,6,20,1,3,3,0,0,
1192,29,6,0,0,3,13,48,2,7,7,54,0,2,3,0,2,
1193,30,2,1,0,0,18,58,4,11,5,28,0,5,4,0,0,
1194,33,7,0,0,3,6,36,3,15,5,14,0,1,2,0,0,
1195,25,8,2,0,4,11,19,2,5,5,16,0,1,0,0,0,
1197,14,1,1,0,1,4,13,4,6,1,12,0,1,4,0,0,
1198,19,2,1,0,3,9,33,0,2,4,26,0,0,2,0,0,
1200,6,0,0,0,1,1,12,0,3,3,4,0,1,0,0,0,
1202,10,1,0,0,0,3,13,3,1,1,4,0,0,0,0,0,
1203,7,2,1,1,0,5,20,0,3,0,6,0,0,2,0,0,
1204,14,2,0,0,2,6,32,1,4,2,10,0,0,0,0,0,
1205,27,6,2,0,1,9,38,3,13,13,24,0,2,1,0,0,
1206,7,0,0,0,1,4,9,0,6,2,4,0,2,0,0,0,
1208,6,1,0,0,1,4,26,3,2,2,4,1,1,2,0,0,
1209,11,0,0,0,3,4,36,2,0,2,6,0,0,1,0,0,
1210,16,5,0,1,2,7,45,4,9,5,8,0,1,0,0,0,
1211,11,2,0,0,2,3,7,0,5,1,10,0,2,0,0,0,
1212,25,1,0,0,5,2,80,4,3,3,22,0,1,5,2,0,
1213,6,4,0,0,1,2,36,3,3,3,16,0,1,0,0,0,
1214,16,1,0,0,2,4,34,2,5,1,14,0,1,1,0,0,
1215,17,2,0,0,0,8,21,1,10,6,34,0,2,0,0,0,
